,Name,Value,Timestamp,Step
0,n_taxa,25,1664934357.759259,1
1,n_have_bacdive,17,1664934357.759259,1
2,n_have_ogt,5,1664934357.759259,1
3,n_have_growth_temp,8,1664934357.759259,1
