,taxid,count_star()
1690,404433,3723
1691,421072,3493
1692,416873,3843
1693,1406,5377
1694,187868,4680
1695,267363,2422
1696,350894,2594
1697,1073253,10304
1698,907,2194
1699,204516,3865
1700,70775,5856
1701,927083,8941
1702,67339,40
1703,368812,2433
1704,44253,5074
1705,47834,1642
1706,144026,2949
1707,523788,2
1708,1177574,2830
1709,321317,6398
1710,191390,6352
1711,45610,2346
1712,32013,4009
1713,870242,2575
1714,81857,2031
1715,569599,2413
1716,415015,2950
1717,419257,4567
1718,1389935,5460
1719,90729,4
1720,39478,7440
1721,332175,3581
1722,1274374,5102
1723,317,6868
1724,28122,2898
1725,60550,7183
1726,633813,2652
1727,1402135,4679
1728,76761,7333
1729,670,4821
1730,483013,4381
1731,42684,6682
1732,1630162,2275
1733,79883,4384
1734,134034,1898
1735,494,2212
1736,48074,3433
1737,194702,2618
1738,189,3924
1739,82367,4296
1740,334542,6564
1741,380174,6
1742,568105,4336
1743,297318,6961
1744,1638,2739
1745,1193682,6172
1746,645887,2857
1747,1624,1998
1748,1285928,5113
1749,39960,2999
1750,50960,2084
1751,114527,1645
1752,96230,3840
1753,55213,3315
1754,83767,4057
1755,1312183,7048
1756,290053,3240
1757,52226,2558
1758,853,2755
1759,45064,13
1760,1218508,1572
1761,1527608,2252
1762,215,2446
1763,28049,2157
1764,2151,683
1765,231455,3810
1766,80816,6684
1767,301148,3263
1768,83264,5674
1769,833,2864
1770,45634,2233
1771,99286,13
1772,653930,3223
1773,51195,4455
1774,187137,2372
1775,158787,2477
1776,103892,2432
1777,1132028,3437
1778,574700,3779
1779,1345,1812
1780,198703,2067
1781,413815,3112
1782,882104,2815
1783,44930,3624
1784,565033,2213
1785,54261,2463
1786,235,3023
1787,81417,2183
1788,1472722,4937
1789,53388,4098
1790,36818,6754
1791,522319,7160
1792,198815,4076
1793,858640,4290
1794,653357,5
1795,1513892,4815
1796,206042,5
1797,82981,3756
1798,363630,3576
1799,351672,11
1800,1285191,2
1801,759412,2464
1802,81408,4249
1803,100469,1993
1804,47857,6456
1805,202862,31
1806,1866,8113
1807,484,2531
1808,157779,3205
1809,367190,4296
1810,453836,3729
1811,28187,2276
1812,1296565,5652
1813,1896,57
1814,307121,6335
1815,390884,4509
1816,1289519,2785
1817,701042,5041
1818,745714,4524
1819,29552,1645
1820,171285,692
1821,310400,2
1822,83462,8191
1823,1892,7151
1824,1608710,3055
1825,28175,4274
1826,67827,5380
1827,82990,4673
1828,371602,1259
1829,95485,7706
1830,651183,3625
1831,595502,3177
1832,64971,2385
1833,481719,2661
1834,66897,10
1835,634462,3693
1836,394094,86
1837,300193,6344
1838,312168,5186
1839,53426,3
1840,46161,44
1841,13335,2
1842,35816,5
1843,99807,1536
1844,146537,8162
1845,598652,3963
1846,235931,2181
1847,362413,4590
1848,1133344,3455
1849,47845,3588
1850,1297617,3358
1851,328813,3215
1852,143223,3355
1853,285567,6
1854,1128676,8374
1855,624147,5561
1856,418223,3
1857,658225,4548
1858,1967,8378
1859,187880,1986
1860,71433,7083
1861,198484,2076
1862,333138,4332
1863,86186,1
1864,1045774,5063
1865,171693,3656
1866,106648,5036
1867,115336,1
1868,162393,4
1869,56142,1
1870,233583,4131
1871,394964,3
1872,152331,3136
1873,173862,11
1874,2030,11140
1875,186571,3327
1876,280238,3
1877,43677,4551
1878,1495,2621
1879,58344,20
1880,67386,8391
1881,93065,12
1882,67273,8
1883,1387779,6649
1884,360056,6977
1885,342002,4665
1886,519424,3934
1887,369958,2
1888,66199,1
1889,55208,4356
1890,623281,3985
1891,502567,3
1892,109330,3
1893,520764,2421
1894,1143711,1
1895,1816,6541
1896,1616106,4786
1897,141390,8
1898,296052,1
1899,419590,4
1900,34032,5
1901,40543,2
1902,1798155,2256
1903,118562,155
1904,29350,2215
1905,59602,3732
1906,55565,1852
1907,875932,4731
1908,656,4018
1909,332095,3628
1910,59841,4
1911,103728,6
1912,2006,3545
1913,641025,8030
1914,670155,3470
1915,47229,5096
1916,1801,5834
1917,68225,10
1918,351656,3791
1919,512643,3753
1920,40218,5
1921,66892,8157
1922,1470180,4590
1923,559315,33
1924,1423959,4213
1925,127458,3588
1926,262668,3315
1927,476652,4388
1928,293256,2924
1929,307119,6181
1930,31971,2311
1931,421629,4
1932,154108,1
1933,231049,2635
1934,631,4612
1935,657409,3440
1936,1381557,2823
1937,762211,2202
1938,354352,3403
1939,138300,2271
1940,1349,1760
1941,357276,5370
1942,66883,6754
1943,987066,1776
1944,430457,8
1945,41202,4395
1946,136468,5034
1947,44754,2001
1948,1612,2438
1949,2014,5435
1950,1491,2475
1951,152500,5571
1952,164332,3941
1953,75292,8
1954,202950,3263
1955,168384,4894
1956,471511,1454
1957,264637,4
1958,46240,11
1959,2124,615
1960,648794,20
1961,44252,6551
1962,29388,3244
1963,1398493,15
1964,282199,2850
1965,643671,5660
1966,1490222,8518
1967,93684,3742
1968,46206,2521
1969,47883,6180
1970,437900,4596
1971,112904,2679
1972,1869,7275
1973,213419,3254
1974,1083,3771
1975,272918,2981
1976,139208,2879
1977,182773,2554
1978,1300267,5537
1979,475299,4316
1980,1969,9298
1981,1090615,4387
1982,1946,7310
1983,255205,3693
1984,1765219,2326
1985,58109,8804
1986,1312852,2252
1987,715,2140
1988,119542,3756
1989,1282863,2
1990,390640,2965
1991,45496,2902
1992,373040,5022
1993,1909,31
1994,642227,3697
1995,82805,3677
1996,946677,5186
1997,863522,4503
1998,1383067,3299
1999,355930,2615
2000,68277,13
2001,587851,40
2002,29529,6691
2003,694315,37
2004,60137,3682
2005,87541,1496
2006,689,5428
2007,221799,3054
2008,589240,7409
2009,228574,6136
2010,252583,3210
2011,745365,2245
2012,57320,3808
2013,1003091,1
2014,204525,4774
2015,593135,2085
2016,36844,3499
2017,1293440,4905
2018,930166,6290
2019,1307763,2373
2020,90728,5
2021,390989,6529
2022,33871,1768
2023,520767,2237
2024,1242993,962
2025,526944,2051
2026,1089444,4534
2027,1431246,5421
2028,46126,2320
2029,797277,3655
2030,33046,1705
2031,307120,5444
2032,428990,4500
2033,1071,6183
2034,1773,3995
2035,60216,4442
2036,49896,1986
2037,1054498,3278
2038,158849,2776
2039,68180,131
2040,1034346,3467
2041,430676,4
2042,302484,3957
2043,2238,4234
2044,38026,2801
2045,13769,4203
2046,41673,2858
2047,51589,3926
2048,693851,4824
2049,69279,4454
2050,401471,4114
2051,1350067,2858
2052,60036,156
2053,134601,6298
2054,476529,3
2055,65403,3277
2056,60895,1
2057,485602,8134
2058,54011,6134
2059,76635,3103
2060,283734,3833
2061,263,1971
2062,1324352,3813
2063,426706,2
2064,370038,4594
2065,1131292,3151
2066,54565,5
2067,405555,4398
2068,313368,3413
2069,568099,2552
2070,442868,66
2071,36740,2226
2072,29349,2026
2073,1376,1684
2074,674054,5776
2075,418643,3784
2076,346377,3947
2077,208480,2401
2078,475081,4631
2079,36822,4776
2080,935293,3712
2081,115852,2322
2082,29385,2404
2083,68232,69
2084,46469,3116
2085,1244869,4630
2086,420953,6692
2087,89524,4574
2088,1888,7516
2089,114683,11028
2090,1659,5
2091,151784,5833
2092,585,4121
2093,37448,3376
2094,381742,2347
2095,45677,9
2096,502829,3613
2097,617001,3
2098,309806,1708
2099,52131,6747
2100,34004,3736
2101,33903,7672
2102,77524,17
2103,52022,3383
2104,82688,2367
2105,232346,4641
2106,556288,3168
2107,1641,2621
2108,114696,11
2109,1944,6922
2110,1614,1281
2111,1052,2566
2112,72764,3715
2113,1679494,4331
2114,74316,3194
2115,216947,1
2116,419597,3278
2117,236067,7343
2118,2200,2250
2119,201975,3462
2120,163874,6
2121,588,4625
2122,253184,3975
2123,1817495,3584
2124,1285192,3096
2125,272161,6
2126,92401,539
2127,301388,2898
2128,78345,1740
2129,125602,1
2130,583357,4
2131,1070431,3704
2132,69968,2169
2133,1209948,6
2134,161895,2229
2135,267374,3383
2136,56946,4994
2137,69360,5161
2138,1244531,1757
2139,283737,1250
2140,930128,3218
2141,371722,7
2142,178001,2020
2143,622674,2
2144,161536,1
2145,225762,3
2146,225988,1
2147,279446,1
2148,1348253,3509
2149,748907,6
2150,553151,4
2151,429344,4431
2152,262076,4010
2153,501023,3
2154,1641990,5
2155,33984,3244
2156,38072,2
2157,1155956,1
2158,1054041,2
2159,83769,1
2160,312540,1683
2161,2278,3
2162,321316,7518
2163,47847,2675
2164,1177756,1
2165,43663,4022
2166,83561,2516
2167,151895,3780
2168,321318,3537
2169,292462,5631
2170,1150298,3506
2171,111806,6565
2172,28197,2254
2173,186651,4897
2174,1461247,6012
2175,985,3771
2176,51363,644
2177,1050105,9924
2178,173959,4578
2179,1992,7946
2180,995062,4045
2181,920,3120
2182,53344,2656
2183,286802,3001
2184,88688,4462
2185,67356,7742
2186,191302,2
2187,308116,2
2188,282683,5563
2189,28198,2254
2190,1201031,4431
2191,346911,5818
2192,267746,4349
2193,248315,1827
2194,396056,4024
2195,203192,4560
2196,454144,3319
2197,290588,1
2198,908285,6
2199,759851,3825
2200,76489,2237
2201,164546,7127
2202,158841,3575
2203,262898,5693
2204,105219,4629
2205,49186,4329
2206,447595,2288
2207,104102,3661
2208,128,3721
2209,658167,5118
2210,1108812,4431
2211,983,3394
2212,67305,7522
2213,2026,26
2214,1141874,5959
2215,255247,3937
2216,33996,3783
2217,1996,3
2218,196914,8558
2219,29379,2165
2220,179879,6817
2221,33044,1580
2222,2296,4846
2223,35787,1692
2224,585455,3024
2225,568783,4735
2226,1932,6146
2227,504487,4231
2228,79263,5642
2229,430531,6153
2230,346,6403
2231,135719,3954
2232,349064,2994
2233,938405,5712
2234,69280,2864
2235,414048,3767
2236,475253,5005
2237,66375,7865
2238,1335613,2703
2239,1287055,2760
2240,421525,2680
2241,754477,2689
2242,153496,3115
2243,553611,4291
2244,1070424,8145
2245,238834,4203
2246,673,3553
2247,416213,2451
2248,28229,4872
2249,148454,2894
2250,460087,9
2251,882449,7704
2252,513050,1743
2253,267818,1852
2254,673521,4606
2255,56804,2883
2256,577492,2
2257,48936,4475
2258,1076550,4985
2259,340467,3412
2260,2035,3574
2261,153721,5042
2262,2336,1852
2263,76113,3813
2264,197183,2733
2265,531967,5
2266,1150368,4212
2267,68237,19
2268,401106,8
2269,236814,3694
2270,79881,3
2271,659351,3
2272,1341119,2923
2273,1343159,3683
2274,47988,9253
2275,617002,3184
2276,1971,7748
2277,1476,4237
2278,139438,2687
2279,291189,2817
2280,94254,5703
2281,455,2936
2282,441209,3617
2283,215690,2622
2284,1252,1690
2285,60246,1783
2286,1293,4923
2287,1147123,2996
2288,418750,4918
2289,1411,4710
2290,930805,3708
2291,375757,12
2292,40683,1
2293,193,6062
2294,208216,2687
2295,225422,4147
2296,67574,4
2297,249408,4906
2298,178899,2669
2299,90079,7
2300,176290,4
2301,291594,5843
2302,228600,11
2303,1877,6415
2304,887449,5
2305,928856,3869
2306,179995,2368
2307,285983,3465
2308,870477,2
2309,454188,2357
2310,1542,2305
2311,1070870,4570
2312,525918,3757
2313,67307,8100
2314,267800,4516
2315,53407,5596
2316,51367,3161
2317,86668,6422
2318,1901,7290
2319,1336,2079
2320,76758,5450
2321,86956,2417
2322,419007,17
2323,51049,2023
2324,61645,6149
2325,29484,4629
2326,999,3832
2327,1049583,2604
2328,474949,6334
2329,1086393,3224
2330,500465,2399
2331,1133106,3868
2332,1552750,4972
2333,296842,3973
2334,651740,5703
2335,295068,3360
2336,96468,19
2337,363865,5
2338,1601,1951
2339,282197,3629
2340,364197,3431
2341,86667,16
2342,29460,3217
2343,1004261,3875
2344,264638,5
2345,284031,5
2346,42094,666
2347,108003,3346
2348,1308,1577
2349,53635,1935
2350,1671,46
2351,899,3421
2352,525,3
2353,72612,1
2354,477976,2089
2355,266749,2813
2356,107401,2844
2357,198312,2806
2358,157339,7
2359,1261403,4641
2360,226505,4141
2361,981384,4351
2362,413401,3915
2363,1782,3986
2364,254955,3328
2365,1034471,3387
2366,373043,2
2367,319707,14
2368,61656,2
2369,483,2126
2370,862415,2766
2371,53423,3
2372,689904,4
2373,484498,3470
2374,1462575,3
2375,264635,2
2376,164451,2493
2377,394097,1
2378,498199,3
2379,138853,689
2380,277961,4
2381,1307761,3350
2382,945692,3984
2383,66347,5023
2384,68252,12
2385,888,4
2386,459816,5
2387,159450,1488
2388,1182603,1
2389,200476,2
2390,282078,9
2391,182455,2
2392,382504,7291
2393,663603,6278
2394,121620,7608
2395,180441,2916
2396,222814,4728
2397,70586,3649
2398,1810851,11
2399,431677,1
2400,300560,1
2401,269672,1
2402,747302,1
2403,627618,1
2404,457921,2
2405,438751,3525
2406,792652,1
2407,101489,3
2408,67287,1
2409,191493,1827
2410,2096,1552
2411,269670,3361
2412,173990,4088
2413,281375,2744
2414,498301,3691
2415,477666,3344
2416,454,2821
2417,571298,5650
2418,113565,1
2419,359303,3855
2420,402297,2853
2421,69322,3254
2422,529505,3611
2423,236511,6762
2424,124,6156
2425,74311,10
2426,518642,7724
2427,261685,2738
2428,639313,4703
2429,33945,4530
2430,47878,4926
2431,1697053,2127
2432,172041,4
2433,449,3214
2434,153731,3137
2435,2350,6704
2436,257708,4692
2437,37624,4
2438,32016,3
2439,56,9320
2440,1434701,3118
2441,13243,2325
2442,114652,12
2443,391948,4289
2444,877384,3469
2445,1050174,2448
2446,1121000,4303
2447,270689,55
2448,630,4323
2449,115561,3722
2450,122355,5207
2451,69,5514
2452,360241,2634
2453,856736,3340
2454,2002,56
2455,42817,1870
2456,582607,3851
2457,224312,9
2458,69969,2133
2459,67353,9
2460,37921,3413
2461,45611,2298
2462,420952,7716
2463,136996,34
2464,231440,5269
2465,394506,3860
2466,656179,4721
2467,728,2723
2468,89050,8
2469,73141,4192
2470,262806,1
2471,1156395,2462
2472,42777,10
2473,745369,2698
2474,108150,2240
2475,439703,2568
2476,147047,3215
2477,156978,2011
2478,244366,7657
2479,53410,5272
2480,1725,2460
2481,33940,3524
2482,32062,2632
2483,1565,2620
2484,242750,2824
2485,569,4059
2486,37659,2618
2487,163359,2872
2488,545619,2637
2489,39956,5962
2490,280871,5405
2491,634430,3070
2492,990,3475
2493,1688,2189
2494,1436010,2657
2495,445710,3854
2496,370764,3412
2497,1323,1976
2498,353852,565
2499,239498,4834
2500,290231,10
2501,1484693,3921
2502,552518,3298
2503,240169,1765
2504,28893,6822
2505,153266,3464
2506,1344951,4011
2507,301154,2977
2508,556534,6579
2509,154117,3556
2510,262324,5297
2511,665126,5501
2512,45398,7410
2513,352475,4498
2514,152490,1777
2515,1155073,2
2516,263474,2
2517,152260,3725
2518,102227,3
2519,1341643,4192
2520,1280846,4715
2521,399969,17
2522,33899,6719
2523,264633,2
2524,57975,6187
2525,43775,3382
2526,209080,3882
2527,93064,4485
2528,228909,4
2529,33059,3062
2530,543360,4813
2531,624315,9401
2532,518,4961
2533,188932,4911
2534,1137993,5085
2535,187491,2366
2536,648780,5159
2537,67370,15
2538,1606,1574
2539,1478,5189
2540,2107,778
2541,689768,6155
2542,1768010,9136
2543,88724,4325
2544,49899,2076
2545,2223,2791
2546,268735,2948
2547,2214,4468
2548,1344003,4105
2549,1076588,2824
2550,487685,2902
2551,460384,5643
2552,43655,4457
2553,345632,2968
2554,156977,4
2555,1117707,5058
2556,1176646,2390
2557,302449,2053
2558,328515,3613
2559,2749,4
2560,628,4439
2561,516702,5464
2562,208444,8680
2563,1482,3827
2564,1273132,1376
2565,274592,4798
2566,1134406,3344
2567,209252,20
2568,438744,3244
2569,273168,1
2570,28111,4278
2571,904291,2529
2572,68223,7302
2573,435,3175
2574,1414851,2121
2575,431269,5897
2576,112002,2657
2577,125288,3155
2578,1287878,8953
2579,87461,4778
2580,36849,4273
2581,51670,4102
2582,284581,4402
2583,273384,4260
2584,142651,608
2585,419481,5238
2586,28184,4702
2587,263909,3796
2588,915059,4842
2589,539813,5052
2590,595589,2723
2591,1655,3227
2592,1648,1644
2593,1042984,7470
2594,119224,1618
2595,281105,8776
2596,45,66
2597,400091,1
2598,1384589,4
2599,69223,3961
2600,1408,3700
2601,879,3321
2602,28254,3517
2603,243838,1
2604,1564161,5193
2605,53317,4400
2606,216942,1061
2607,1007516,4
2608,48464,4708
2609,1608996,5887
2610,271157,2923
2611,265175,2195
2612,595984,2
2613,533323,1
2614,859143,4424
2615,390270,3187
2616,504805,6239
2617,2197,1
2618,990271,7941
2619,70997,8179
2620,1712665,2568
2621,56192,3928
2622,670292,6310
2623,28224,3
2624,170994,3076
2625,249189,2550
2626,308994,5
2627,61150,4663
2628,64974,1
2629,598644,7717
2630,1692,1507
2631,70584,4
2632,36808,2067
2633,575,7821
2634,132132,2425
2635,182210,3269
2636,661089,2471
2637,13373,5687
2638,97481,2093
2639,160808,3067
2640,324768,4727
2641,155976,7400
2642,39152,1722
2643,454601,3695
2644,216943,2
2645,2136,813
2646,40223,9
2647,324851,5
2648,105425,5
2649,89053,4528
2650,504092,4
2651,208962,4757
2652,908846,1700
2653,189966,3834
2654,206499,4
2655,356305,4159
2656,144191,7
2657,407226,3805
2658,334858,8
2659,29356,2
2660,714159,1
2661,128945,1
2662,418010,1
2663,37658,3680
2664,83661,2407
2665,1348468,5213
2666,1610491,2593
2667,575200,2584
2668,1165852,2691
2669,1342818,7
2670,944322,6191
2671,115862,25
2672,67315,6
2673,309788,4318
2674,297244,4421
2675,68196,17
2676,70996,4675
2677,476555,5
2678,127891,4575
2679,1217970,4018
2680,1748367,4425
2681,195,2230
2682,665467,4760
2683,487316,3293
2684,676,4856
2685,1812262,2207
2686,155192,20
2687,289003,4725
2688,80868,5082
2689,68171,9511
2690,620903,1389
2691,66425,6118
2692,436516,2
2693,382,6169
2694,1848,5850
2695,307521,4450
2696,1543721,3407
2697,936138,1636
2698,582851,4693
2699,549685,1027
2700,1281767,2415
2701,163665,3424
2702,202951,3645
2703,220687,10
2704,418708,2
2705,1572751,2758
2706,47877,6448
2707,55210,4373
2708,1413211,2599
2709,1526412,2702
2710,1512,4668
2711,35833,3779
2712,82806,11
2713,225845,3344
2714,205332,3965
2715,33029,2068
2716,642780,3781
2717,256847,4982
2718,1219383,2499
2719,1684,1679
2720,42055,3260
2721,1886,6172
2722,146922,8020
2723,36746,4867
2724,28035,2832
2725,196367,9255
2726,84724,9326
2727,67295,6
2728,332999,4879
2729,1522,4653
2730,505,3160
2731,40542,2218
2732,59845,6411
2733,43354,4886
2734,193384,2703
2735,584,5253
2736,446860,3024
2737,80854,4899
2738,241244,3235
2739,33995,3791
2740,29435,5309
2741,103725,9290
2742,169134,3030
2743,351345,1763
2744,312026,33
2745,69963,16
2746,33964,2043
2747,622,3897
2748,201973,3217
2749,502790,3707
2750,228230,6850
2751,364030,3683
2752,29494,4417
2753,285563,9
2754,1286148,4606
2755,194424,2961
2756,458836,7689
2757,478174,21
2758,1712,3302
2759,431489,3020
2760,621096,2307
2761,81029,3945
2762,200624,2
2763,870908,3233
2764,128944,1595
2765,154347,4
2766,34015,3871
2767,1177982,4715
2768,52768,2365
2769,910347,5601
2770,1130080,2101
2771,84379,16
2772,309797,4
2773,74315,3176
2774,1788,4167
2775,406432,5212
2776,665118,3974
2777,272774,3525
2778,455344,5980
2779,1471381,5852
2780,60549,7404
2781,1044,3219
2782,150146,3815
2783,1104324,2825
2784,54262,2111
2785,2261,2044
2786,57705,3343
2787,71998,1872
2788,28104,7052
2789,1038856,3055
2790,68244,6
2791,405005,4190
2792,379075,5031
2793,392320,76
2794,619805,3053
2795,111292,7
2796,92758,4
2797,1077255,3309
2798,400772,2779
2799,142650,676
2800,67293,8412
2801,79269,1818
2802,75906,1625
2803,1004279,6556
2804,228654,4
2805,1623,1851
2806,53448,5631
2807,343,3786
2808,105483,3
2809,40988,4438
2810,147645,4275
2811,82985,3326
2812,1956,7222
2813,62140,3856
2814,213224,2981
2815,29429,4917
2816,1037362,4708
2817,239935,2137
2818,86663,1
2819,248905,4157
2820,654686,8
2821,249567,7040
2822,300825,4016
2823,171404,6884
2824,53359,1
2825,413501,3977
2826,101385,3134
2827,58123,1
2828,54571,7451
2829,78329,1
2830,46178,5
2831,404580,1
2832,570281,4189
2833,284036,5
2834,1313,2030
2835,252302,3791
2836,553,4241
2837,415851,4005
2838,247157,1
2839,135950,8132
2840,1804630,2968
2841,100,4391
2842,680247,5
2843,284570,5
2844,35620,5
2845,218821,9805
2846,160233,1434
2847,238964,4
2848,190721,5955
2849,62319,3441
2850,860243,5909
2851,449520,22
2852,2119,2
2853,344880,3279
2854,861298,4859
2855,395936,4038
2856,1690220,2871
2857,1194090,4289
2858,54010,4883
2859,691689,3329
2860,147267,2
2861,69484,33
2862,76884,4
2863,254758,3456
2864,40983,2
2865,82560,5
2866,284042,3
2867,89968,4241
2868,45070,3169
2869,1544,5138
2870,295089,2684
2871,52763,2
2872,227865,2778
2873,114883,3
2874,159723,2
2875,505248,1
2876,286152,2
2877,81406,1
2878,256826,1
2879,38024,1
2880,694059,1
2881,1036779,5918
2882,1452508,3372
2883,157268,1590
2884,35837,3683
2885,372484,3108
2886,595692,4263
2887,881268,3639
2888,488729,6683
2889,614649,3857
2890,908941,2594
2891,269261,2076
2892,1329516,3444
2893,36839,4737
2894,686666,1438
2895,796007,2
2896,123820,2555
2897,408,6233
2898,529731,2680
2899,84531,5139
2900,45074,4213
2901,544910,2
2902,84026,3907
2903,425468,5553
2904,29536,2812
2905,44010,5457
2906,106413,2
2907,28090,3363
2908,61016,9
2909,1270,2207
2910,82988,4311
2911,505249,2773
2912,1644118,3553
2913,196,2171
2914,230495,3800
2915,217090,4980
2916,2718,2580
2917,187327,2386
2918,1731,2843
2919,1985254,4835
2920,2121,631
2921,45851,2528
2922,634,3800
2923,1643,2859
2924,860233,7029
2925,1479,3225
2926,674079,2977
2927,263723,2617
2928,1691563,1
2929,109328,2679
2930,156980,3355
2931,88075,7439
2932,1287735,6163
2933,993416,2047
2934,908615,2462
2935,257984,3097
2936,67380,8287
2937,410764,6788
2938,1798158,2262
2939,260086,6995
2940,39488,3315
2941,57001,4577
2942,67338,46
2943,946078,6206
2944,370973,6418
2945,47716,6410
2946,475069,6770
2947,476,2734
2948,1833852,2924
2949,53346,3193
2950,29347,3934
2951,1646,3421
2952,68292,3552
2953,208445,9239
2954,1880,6202
2955,445629,4333
2956,34097,1441
2957,44060,8
2958,580,7537
2959,53374,2319
2960,66865,9009
2961,546871,4260
2962,28127,2527
2963,651822,1434
2964,247482,2507
2965,33924,1
2966,663602,6014
2967,68174,20
2968,266952,2698
2969,191027,3784
2970,28084,3386
2971,1564159,4169
2972,407998,1
2973,271097,4493
2974,29571,2724
2975,1333667,4473
2976,697197,6
2977,279832,2483
2978,146820,9238
2979,142649,592
2980,1549,2629
2981,1341696,2607
2982,1063,4285
2983,76853,3812
2984,182182,2
2985,971,2579
2986,112140,3257
2987,227945,2210
2988,39495,2409
2989,380248,7062
2990,1678308,5112
2991,1120986,1897
2992,29560,9
2993,44470,4317
2994,29284,3036
2995,301375,2358
2996,58290,2065
2997,35743,2994
2998,38502,4364
2999,576118,2714
3000,46186,2
3001,1402861,5042
3002,68184,12
3003,257772,4456
3004,224999,2299
3005,76122,2806
3006,421768,1
3007,1735,2529
3008,24,4310
3009,87012,5
3010,1175486,4687
3011,1079,3241
3012,400777,6998
3013,1125876,2760
3014,1898,6946
3015,63186,4708
3016,35769,10
3017,329186,2674
3018,316,4092
3019,1602,2157
3020,546160,3286
3021,36809,9486
3022,850,2495
3023,176598,3026
3024,219745,721
3025,397271,1
3026,180295,1926
3027,189723,2058
3028,372663,3403
3029,471189,2027
3030,1162717,6
3031,723,2475
3032,988821,3460
3033,85336,2215
3034,153971,5239
3035,207340,4204
3036,1679495,5720
3037,176292,2077
3038,1299,3084
3039,364198,2406
3040,291045,3468
3041,980631,5742
3042,680248,34
3043,175628,4191
3044,317664,4581
3045,60706,3
3046,630520,6048
3047,59617,1
3048,29348,2358
3049,535744,4000
3050,39962,3186
3051,1017354,1
3052,44008,2361
3053,69964,17
3054,336628,8426
3055,641702,3547
3056,82076,1535
3057,2181,3
3058,739143,5001
3059,281738,2862
3060,287990,2212
3061,51616,5277
3062,634155,2887
3063,251,2907
3064,44032,5
3065,40682,1
3066,28080,1940
3067,284043,8452
3068,76726,5254
3069,256325,18
3070,153376,4
3071,39846,2
3072,1119056,3
3073,1034944,2
3074,419477,6496
3075,66371,8475
3076,158877,4776
3077,203,2971
3078,88139,1
3079,1081097,1
3080,218144,2902
3081,686234,3
3082,1387297,2
3083,92246,1
3084,264639,2
3085,416012,1
3086,988,4065
3087,438851,1
3088,968,1
3089,365533,1
3090,387341,3099
3091,340095,1734
3092,198832,23
3093,149017,6
3094,109232,1305
3095,264736,5673
3096,592051,26
3097,285562,8699
3098,76595,3442
3099,1160095,2255
3100,293089,5139
3101,1470456,11
3102,191292,6200
3103,46124,1920
3104,857265,4368
3105,630514,3074
3106,36811,6452
3107,1586287,8921
3108,661488,6020
3109,461876,2828
3110,1185766,4007
3111,114881,614
3112,67282,6358
3113,573737,5164
3114,1389932,6274
3115,1542737,3726
3116,1267,2228
3117,319652,1916
3118,1662395,4539
3119,948102,4855
3120,192421,3194
3121,2298,4083
3122,31943,3190
3123,1598,1865
3124,76891,4712
3125,2754,2481
3126,502393,1251
3127,1089305,2810
3128,301141,2474
3129,419940,2939
3130,861445,2477
3131,33881,3396
3132,313588,2702
3133,79209,4340
3134,887465,5
3135,1778,6408
3136,1908,6614
3137,394566,1
3138,42256,3148
3139,43678,3917
3140,855,2
3141,117567,6110
3142,1464,4640
3143,279828,2621
3144,83401,3067
3145,404236,4692
3146,995066,4438
3147,112901,4926
3148,260552,3454
3149,85682,3587
3150,218205,2103
3151,33069,5382
3152,156205,4043
3153,1353889,6528
3154,38302,2008
3155,42881,6306
3156,2292,3635
3157,394264,3434
3158,641238,4061
3159,237679,3521
3160,97400,3
3161,404937,2812
3162,228955,3910
3163,1384459,3341
3164,1709,3581
3165,413503,4281
3166,942865,5711
3167,41276,3325
3168,370979,4191
3169,1278207,6325
3170,133270,1621
3171,442528,4593
3172,82803,2985
3173,68249,6731
3174,190,5
3175,190195,8290
3176,235985,8703
3177,1616,1222
3178,47158,2871
3179,69366,4
3180,209247,9
3181,671224,2195
3182,187326,1771
3183,1881,6220
3184,1629,1462
3185,515326,3577
3186,52697,8959
3187,2748,2398
3188,480035,7218
3189,1463159,4
3190,1462563,1
3191,39481,3492
3192,54911,5616
3193,664693,7549
3194,940136,2033
3195,61651,4652
3196,36744,1
3197,566027,2211
3198,84982,1
3199,29438,5946
3200,132476,5588
3201,29570,3905
3202,236,2820
3203,985054,4198
3204,417102,5090
3205,465721,2956
3206,84112,3054
3207,233100,1835
3208,634290,6627
3209,68569,4527
3210,422441,21
3211,28064,3745
3212,51173,2960
3213,1393,5887
3214,126156,3550
3215,1137988,4570
3216,69656,3015
3217,1715806,2671
3218,74969,1956
3219,1056807,2740
3220,285569,20
3221,71657,3284
3222,1126,3608
3223,361280,2
3224,661399,8422
3225,103891,1926
3226,102,3368
3227,217068,4639
3228,441500,2311
3229,305,5002
3230,60442,2714
3231,501572,10
3232,212021,6
3233,1718,3093
3234,1548213,3136
3235,366289,5909
3236,159346,3433
3237,321339,4109
3238,293050,3816
3239,347,4876
3240,298657,4333
3241,1781211,2
3242,328517,3614
3243,25,4885
3244,1338368,4362
3245,985762,2686
3246,82348,1930
3247,328812,5574
3248,88916,1297
3249,648,4643
3250,1261,1984
3251,29450,5911
3252,367791,5581
3253,760,9
3254,428993,3555
3255,878,4158
3256,153267,2950
3257,270350,3
3258,488730,7362
3259,76936,2096
3260,35621,6673
3261,1088767,5
3262,280,4971
3263,66229,3995
3264,135577,2608
3265,43948,3126
3266,60548,6722
3267,29301,37
3268,84025,4
3269,336828,4904
3270,291742,1
