,taxid,count_star()
3271,68179,22
3272,1450224,4
3273,1524974,2482
3274,390807,3732
3275,220927,5294
3276,1080071,3
3277,1236770,4304
3278,47994,4025
3279,42322,2481
3280,1652492,4472
3281,47770,2591
3282,375549,6362
3283,187879,1
3284,110164,2092
3285,46173,2
3286,1474,3142
3287,198616,5169
3288,66899,8
3289,111807,2
3290,83378,6982
3291,395085,1244
3292,653929,2712
3293,1348774,3411
3294,336804,2885
3295,651560,5944
3296,582855,4
3297,1617087,4
3298,157463,1502
3299,83,1
3300,29527,3
3301,400390,2
3302,232216,2784
3303,287948,10
3304,470,5909
3305,47854,6063
3306,380244,5037
3307,1220600,1978
3308,314275,4276
3309,1750603,4
3310,981,2
3311,760117,2
3312,570521,4714
3313,1144477,1
3314,236510,7
3315,217215,3
3316,708071,2
3317,213783,2
3318,1142239,5
3319,83983,3
3320,2113,610
3321,219574,5702
3322,190898,4515
3323,67576,1
3324,119485,1
3325,561505,3121
3326,1457219,5
3327,91915,3273
3328,134849,8789
3329,1095777,3280
3330,633153,1
3331,571254,4926
3332,1914,7724
3333,300419,1196
3334,324079,1101
3335,1693,1589
3336,512350,9699
3337,34062,2336
3338,821,3982
3339,1736,3803
3340,566293,4068
3341,141451,5456
3342,60920,3710
3343,53361,2
3344,73030,3147
3345,146938,1
3346,1195760,2733
3347,879969,3187
3348,33904,6599
3349,302168,1
3350,214851,3378
3351,1411117,2
3352,670054,3489
3353,1341,1956
3354,69208,3391
3355,1032623,1851
3356,476552,7
3357,743009,2715
3358,504469,4788
3359,161896,2245
3360,659016,3879
3361,747656,2875
3362,1530,4713
3363,57909,5
3364,85968,3575
3365,1340,2014
3366,438855,7
3367,338584,7459
3368,271433,6
3369,186189,3441
3370,53254,4956
3371,1626,2271
3372,2369,1
3373,1010611,4022
3374,161879,2018
3375,123899,4108
3376,44574,3064
3377,1603886,2319
3378,36805,3054
3379,28125,2064
3380,1351,3240
3381,948106,11
3382,1970,6631
3383,468911,2341
3384,573179,7064
3385,240167,1660
3386,259354,5221
3387,732237,3997
3388,861865,4276
3389,390641,4030
3390,376805,3608
3391,416943,6189
3392,67298,11
3393,637679,3653
3394,481137,20
3395,1792,5110
3396,1076549,5248
3397,1144618,6300
3398,879566,5687
3399,36874,1769
3400,663,6168
3401,83655,7210
3402,652876,4577
3403,28025,1838
3404,570947,2895
3405,1017273,3765
3406,1665,4524
3407,1266829,8789
3408,332950,3918
3409,52771,2533
3410,57172,3
3411,96345,2421
3412,1309,1953
3413,376815,1
3414,169760,4417
3415,217,1400
3416,1211803,3771
3417,931536,3780
3418,446660,2305
3419,535290,5
3420,1085644,1456
3421,673379,4690
3422,402648,7007
3423,48466,5318
3424,1181879,7284
3425,114249,2576
3426,244584,783
3427,91360,4348
3428,546,6189
3429,264023,3991
3430,515350,6370
3431,909613,6610
3432,889272,9827
3433,29322,2716
3434,1276,2531
3435,364200,3582
3436,1437453,6995
3437,182779,4371
3438,53952,1967
3439,416273,2723
3440,53953,2077
3441,54256,2
3442,208439,8412
3443,92835,3448
3444,28037,2244
3445,1177755,3174
3446,74318,3060
3447,322505,2425
3448,1258546,3632
3449,1056511,4904
3450,42233,6138
3451,1071947,8
3452,1335,2088
3453,162426,3365
3454,35763,8466
3455,406100,3698
3456,1776741,4321
3457,247523,3770
3458,1036181,4422
3459,355243,4348
3460,571438,2277
3461,1775474,6921
3462,78350,4132
3463,653940,7
3464,1683,1724
3465,52023,1
3466,372072,4776
3467,83455,8043
3468,519050,2234
3469,33941,3788
3470,270250,1730
3471,204470,1
3472,508461,3672
3473,92003,2
3474,68334,12
3475,187400,20
3476,40215,3294
3477,643052,8040
3478,570505,8764
3479,146817,3747
3480,159449,9009
3481,29306,6044
3482,150121,3417
3483,664784,4481
3484,1227734,1
3485,55211,4755
3486,223182,1
3487,191768,8437
3488,35616,1
3489,1843237,3463
3490,375574,2697
3491,1472,6359
3492,652787,4954
3493,338644,3113
3494,86183,3833
3495,796573,1
3496,1562698,2019
3497,123822,2132
3498,1282858,2298
3499,228959,3900
3500,284029,6
3501,912552,4864
3502,50715,2788
3503,68280,11194
3504,586416,3376
3505,161153,2
3506,324767,5066
3507,1473586,6190
3508,61171,3421
3509,75291,4
3510,1150157,1
3511,549298,15
3512,863575,1
3513,46632,1527
3514,313367,3710
3515,706186,2803
3516,463301,3706
3517,200379,8949
3518,1076926,7254
3519,309887,3262
3520,171523,2271
3521,340320,3417
3522,425498,3666
3523,100134,4651
3524,214473,3823
3525,301541,2
3526,555059,5370
3527,1242148,3716
3528,425513,4545
3529,29314,4117
3530,227943,2224
3531,1206085,4181
3532,56957,2420
3533,90239,1902
3534,241425,4697
3535,167642,2859
3536,212765,5669
3537,573074,3381
3538,795645,7708
3539,40561,39
3540,69370,4075
3541,1559896,3515
3542,60519,1637
3543,359365,1
3544,1299341,2554
3545,83262,5320
3546,35835,1693
3547,281785,3
3548,452,2908
3549,84521,1609
3550,29449,6543
3551,135082,2160
3552,285110,2660
3553,1242999,3
3554,632955,3609
3555,692418,3972
3556,337250,2021
3557,1007511,4715
3558,114259,16
3559,381431,4772
3560,536979,5774
3561,488485,3401
3562,103621,2394
3563,460870,2568
3564,37927,4104
3565,53445,6
3566,1501432,2567
3567,189381,4143
3568,669,6249
3569,188770,5944
3570,1076125,10307
3571,443612,4278
3572,630515,6014
3573,270345,2
3574,228899,4015
3575,184065,5
3576,47885,4281
3577,356660,4253
3578,198119,5709
3579,522889,4448
3580,53946,4331
3581,1264,3826
3582,499207,3167
3583,185950,4029
3584,57043,3202
3585,158850,3967
3586,150025,4103
3587,217203,5889
3588,28189,2439
3589,1120045,6839
3590,56464,3558
3591,753702,2289
3592,314263,3545
3593,1396,5240
3594,39029,2843
3595,93222,5650
3596,119219,6364
3597,118060,3251
3598,1420889,6218
3599,552,3760
3600,180163,2511
3601,94132,4136
3602,170673,4501
3603,78258,1679
3604,1096246,5900
3605,399497,3222
3606,178566,6543
3607,29394,1691
3608,395930,3701
3609,686223,1652
3610,262323,24
3611,151755,2
3612,28110,2044
3613,463,3656
3614,76588,5
3615,717,14
3616,1121960,3
3617,1741,1430
3618,947033,3668
3619,291187,3194
3620,933073,4631
3621,484184,6126
3622,499528,18
3623,709510,2314
3624,1844,5357
3625,1022,3440
3626,178399,3827
3627,310782,7034
3628,66881,23
3629,53366,8392
3630,42443,4499
3631,574651,3705
3632,75588,5391
3633,132473,6612
3634,147207,1430
3635,281739,2485
3636,381751,1463
3637,200617,6
3638,67314,6689
3639,1775,4977
3640,94869,3849
3641,343517,4256
3642,178900,2735
3643,1301915,1632
3644,303,5527
3645,323415,3774
3646,1218493,1865
3647,548579,3493
3648,152297,4
3649,163202,2154
3650,204072,4521
3651,134533,2835
3652,565073,6427
3653,860235,10118
3654,55779,3384
3655,213554,4229
3656,332949,3559
3657,67344,6175
3658,351677,6
3659,457923,2
3660,90242,2347
3661,175570,12599
3662,67365,8678
3663,106578,2414
3664,102684,1938
3665,640948,3300
3666,58347,7
3667,119206,1731
3668,2423,2018
3669,78229,4779
3670,1872711,6595
3671,189540,21
3672,349096,1
3673,111291,10
3674,53362,3
3675,1162970,2633
3676,45076,2614
3677,523701,3566
3678,301953,2463
3679,577680,5311
3680,2127,1
3681,37372,2268
3682,67368,6327
3683,104609,5642
3684,305977,3863
3685,34031,7
3686,1080,3662
3687,364199,3828
3688,680,5605
3689,521,3371
3690,1049,3211
3691,2104,686
3692,167644,9
3693,2122,9
3694,666702,3329
3695,253314,4383
3696,50712,3262
3697,57489,5194
3698,46914,4273
3699,28213,3698
3700,2072,6519
3701,49283,5790
3702,1497681,3255
3703,309120,1242
3704,216903,3334
3705,1553448,3760
3706,441112,4790
3707,1457523,2
3708,237258,2558
3709,185294,5
3710,83231,1
3711,2269,1876
3712,2193,1674
3713,877455,2493
3714,301,5093
3715,290335,2401
3716,66867,15
3717,124285,3
3718,114880,621
3719,381741,1860
3720,380685,2
3721,81030,3504
3722,348582,1
3723,267990,7
3724,321982,5717
3725,1435069,17
3726,417745,5928
3727,480813,5
3728,481723,2621
3729,68228,4
3730,302401,12
3731,427369,3
3732,553311,3649
3733,171869,2
3734,554083,2865
3735,111143,1
3736,454602,1
3737,180286,1
3738,29283,2492
3739,69540,1
3740,437163,1
3741,340097,1
3742,373675,3829
3743,88373,3553
3744,150024,5
3745,190310,6
3746,40576,3959
3747,71656,3626
3748,145854,6477
3749,66429,52
3750,1302690,4753
3751,1262554,2074
3752,65515,9950
3753,410332,4269
3754,2148,1380
3755,87883,6040
3756,426757,3055
3757,244573,4915
3758,1126833,4723
3759,218670,3676
3760,336203,5207
3761,269709,12
3762,75290,4
3763,157225,2477
3764,359158,9446
3765,73919,2324
3766,42238,47
3767,558021,4616
3768,1006576,1811
3769,1960,6598
3770,563735,4071
3771,264634,4
3772,496053,3657
3773,227084,3476
3774,1215925,6563
3775,391905,4086
3776,255723,1648
3777,379097,4595
3778,34003,4462
3779,48664,3867
3780,34060,2269
3781,28152,4152
3782,1535,2354
3783,78343,1726
3784,1640,3175
3785,1165689,6790
3786,321763,2587
3787,1117708,4161
3788,53329,5
3789,198618,5971
3790,369798,3951
3791,46165,9256
3792,1285193,2639
3793,80881,3355
3794,238012,2050
3795,664662,133
3796,870476,4670
3797,43674,2495
3798,48256,4233
3799,65958,3380
3800,36855,3238
3801,568106,5061
3802,51197,3105
3803,158847,2073
3804,81447,5110
3805,240125,6453
3806,333964,21
3807,33962,2359
3808,592376,3277
3809,41899,6432
3810,2331,2055
3811,69218,6206
3812,33035,5475
3813,561879,3746
3814,401976,6902
3815,255519,4485
3816,679663,2534
3817,996342,4131
3818,180197,3181
3819,1087,3710
3820,575256,2961
3821,1764,5407
3822,451876,4743
3823,278860,13
3824,552061,3053
3825,227318,6833
3826,65,5254
3827,334253,4278
3828,66370,9513
3829,185243,2964
3830,86665,4006
3831,1209954,6809
3832,269144,1
3833,52258,16
3834,1136497,3419
3835,1348,2143
3836,575192,8578
3837,1181271,3419
3838,197,2059
3839,796890,13
3840,31973,1874
3841,525924,64
3842,562,5062
3843,332101,4855
3844,1772,6602
3845,551459,3092
3846,451,2989
3847,155866,1537
3848,311182,4083
3849,447593,2390
3850,1829,6034
3851,436,3303
3852,33070,2257
3853,1779,5
3854,110505,4696
3855,1809,9033
3856,54120,2779
3857,868131,2394
3858,2246,3921
3859,148449,4631
3860,1095776,4464
3861,64602,4175
3862,913107,3066
3863,285561,7
3864,228419,9
3865,470453,2042
3866,515897,2497
3867,1380685,3096
3868,1190417,4491
3869,67345,6251
3870,202954,3867
3871,80871,4033
3872,290112,4565
3873,311333,3680
3874,571255,4365
3875,146536,7114
3876,1338436,3444
3877,1077675,3202
3878,1045773,3669
3879,1169913,2826
3880,240412,3699
3881,1639108,4521
3882,28106,108
3883,341722,2579
3884,33045,1982
3885,260084,3569
3886,258050,7445
3887,208443,9374
3888,12934,6
3889,33921,1
3890,77098,3562
3891,33036,2079
3892,363839,10
3893,1390,4203
3894,557555,6344
3895,665038,4681
3896,404386,1
3897,225327,3151
3898,37487,3249
3899,732238,5433
3900,400065,2137
3901,77008,2
3902,68191,6
3903,515361,8
3904,651866,2
3905,393907,2
3906,36845,4340
3907,1661,2094
3908,61624,7018
3909,53358,3551
3910,59310,2066
3911,40516,11
3912,650093,1
3913,1781,5418
3914,500,2858
3915,1077944,32
3916,36741,4
3917,1530123,3966
3918,157688,2840
3919,53428,3
3920,28169,43
3921,682526,3448
3922,68910,2
3923,1543,2
3924,335406,3645
3925,93218,5278
3926,699281,2
3927,246432,2915
3928,744406,3942
3929,157592,780
3930,748909,4347
3931,554283,4603
3932,220754,3729
3933,447422,3609
3934,67378,14
3935,217731,4
3936,79912,1
3937,1088,2
3938,438856,4
3939,392844,2
3940,215803,6943
3941,504800,4702
3942,133549,5714
3943,152526,3
3944,763782,7473
3945,1777,4818
3946,83984,1739
3947,2254,3632
3948,161902,2
3949,70258,2395
3950,69396,1
3951,216934,1039
3952,556054,2
3953,1758466,1
3954,566,4196
3955,252230,4127
3956,616997,4588
3957,930138,1983
3958,28028,2152
3959,682979,6979
3960,543615,2864
3961,57676,7419
3962,46164,1
3963,698827,2
3964,392409,13
3965,285447,6962
3966,64642,2262
3967,82541,4347
3968,218823,1
3969,1707966,59
3970,36742,1
3971,28133,2420
3972,35760,1737
3973,1242174,5
3974,1441095,4231
3975,387094,4450
3976,216938,1144
3977,29382,2901
3978,398736,9
3979,563176,4964
3980,592378,2484
3981,574096,4570
3982,66876,7423
3983,32002,6237
3984,2741,1844
3985,332186,4411
3986,2291,4243
3987,76637,3070
3988,380911,4283
3989,882448,12160
3990,56361,3517
3991,295069,4057
3992,51665,1803
3993,549,5940
3994,463025,5143
3995,568098,4452
3996,102134,4313
3997,480931,2051
3998,66898,7804
3999,75985,2161
4000,65553,2243
4001,283878,3257
4002,57704,5201
4003,587635,3320
4004,67825,4792
4005,1484053,3974
4006,229486,7
4007,106,5750
4008,393310,7916
4009,41977,4610
4010,198706,2717
4011,70255,2934
4012,182141,4445
4013,162209,5049
4014,94,5422
4015,273676,4180
4016,69222,3959
4017,354,4990
4018,92487,3906
4019,164330,4755
4020,29488,4762
4021,1423,4875
4022,545501,4386
4023,29432,2728
4024,1189325,3013
4025,453230,3268
4026,83460,7387
4027,49319,3127
4028,46507,1626
4029,52561,3807
4030,93369,4695
4031,89402,3690
4032,405671,4885
4033,709883,6302
4034,207954,3687
4035,2139,1324
4036,304895,8909
4037,163011,5791
4038,271420,4842
4039,929813,4735
4040,39841,2661
4041,171281,908
4042,169427,6635
4043,402596,4322
4044,709881,6842
4045,1510570,15
4046,686226,9
4047,29563,2783
4048,317010,2517
4049,280333,7987
4050,1544746,2834
4051,140626,2391
4052,204039,4300
4053,29543,3694
4054,964,4732
4055,693023,4677
4056,270921,3228
4057,339861,4753
4058,1424661,3476
4059,1310,2206
4060,1038014,4646
4061,1687,1364
4062,80880,3342
4063,1353,3701
4064,186192,2194
4065,1465,4532
4066,442,2626
4067,82996,4031
4068,1605,1844
4069,979746,2817
4070,1114873,4309
4071,1296375,1
4072,137730,1621
4073,1260,1813
4074,192387,2
4075,46223,3602
4076,1511,2572
4077,1560006,3909
4078,1478215,4220
4079,284027,10
4080,142842,2743
4081,29553,720
4082,1397476,4623
4083,29389,1584
4084,440079,37
4085,686800,3035
4086,46163,8899
4087,40324,4365
4088,435908,2100
4089,392416,2101
4090,386301,3047
4091,155863,1583
4092,334771,1929
4093,67760,1439
4094,76887,1962
4095,2242,2426
4096,90909,2
4097,1524084,6580
4098,92172,4565
4099,103836,4864
4100,33031,1588
4101,171280,1
4102,352869,6831
4103,882452,6015
4104,119644,1
4105,1019,2695
4106,366584,5828
4107,291190,3153
4108,29498,4914
4109,944425,3319
4110,648782,4192
4111,569882,3934
4112,67285,8025
4113,29534,4388
4114,1794,5901
4115,134534,4147
4116,987,1
4117,46351,4959
4118,252514,3126
4119,56453,3618
4120,28181,3316
4121,480,1881
4122,1128664,6558
4123,526588,11
4124,519421,7299
4125,1285900,1
4126,391953,77
4127,64973,1
4128,114687,6513
4129,242737,6
4130,392333,2928
4131,311234,4014
4132,682562,2230
4133,71999,2561
4134,335972,10
4135,110933,6
4136,613195,1
4137,588083,1
4138,1348613,5165
4139,178356,3433
4140,1813871,4562
4141,889282,8352
4142,137545,5695
4143,906888,3731
4144,39950,1163
4145,470934,4590
4146,1850,1
4147,29401,6
4148,66882,6
4149,86796,3874
4150,390880,3926
4151,930117,3462
4152,81858,5203
4153,36861,3078
4154,44009,2622
4155,1523247,4366
4156,421531,4032
4157,1038845,3493
4158,1934,11
4159,553239,3946
4160,771855,2
4161,671218,2009
4162,48467,5106
4163,85404,2108
4164,1318743,1328
4165,146939,6180
4166,64976,2
4167,663610,3
4168,60454,2
4169,144055,4261
4170,285578,7205
4171,318456,5070
4172,1434700,2974
4173,2752,3
4174,380763,5
4175,427333,1
4176,79264,15
4177,181073,3
4178,173509,1
4179,157838,4690
4180,908250,4984
4181,159743,5517
4182,547162,1
4183,1604334,2386
4184,565074,10
4185,408066,1
4186,1553449,1
4187,1791,5682
4188,340214,3523
4189,680125,2877
4190,598650,3836
4191,429134,3222
4192,82346,3571
4193,60894,7300
4194,1373,3427
4195,51663,2125
4196,388278,5147
4197,1462,3516
4198,496866,2193
4199,307580,4874
4200,1176176,4347
4201,1293442,3123
4202,1111760,2081
4203,67327,8650
4204,67269,16
4205,448181,4524
4206,310355,7905
4207,263908,4419
4208,1117702,3491
4209,41170,10
4210,1399,5831
4211,1296538,3503
4212,145857,5321
4213,40577,3557
4214,332410,3005
4215,544644,3204
4216,254793,6
4217,1579,1859
4218,33918,3274
4219,2738,2526
4220,37752,4288
4221,83456,7549
4222,154654,5384
4223,33889,3216
4224,58117,8224
4225,1539051,1574
4226,216778,3950
4227,136492,1
4228,379893,4287
4229,463200,3300
4230,328552,25
4231,1273429,3153
4232,472059,3421
4233,42444,5116
4234,326320,2718
4235,505389,7087
4236,120959,5668
4237,37332,7386
4238,393664,5557
4239,726,2048
4240,28448,3564
4241,75612,6626
4242,40575,4177
4243,472582,1914
4244,428,3504
4245,59803,23
4246,89152,2271
4247,34002,4561
4248,78587,3743
4249,119641,3511
4250,428992,5271
4251,733,2343
4252,69368,4035
4253,326544,5601
4254,255045,7462
4255,56458,4060
4256,56878,119
4257,204040,35
4258,630975,8398
4259,412895,2625
4260,172713,4836
4261,284579,6761
4262,1122261,4618
4263,480036,4
4264,284033,8
4265,293958,7530
4266,520,3258
4267,178340,3941
4268,50718,3541
4269,360185,1
4270,889306,3938
4271,176898,4
4272,79879,5
4273,1678310,5607
4274,2041,3120
4275,483012,1801
4276,1441714,8824
4277,617123,2392
4278,2065,48
4279,321265,3
4280,333367,6817
4281,498,2681
4282,1398,4158
4283,83682,44
4284,686595,5
4285,1182597,1
4286,363870,2914
4287,644556,4
4288,77007,11
4289,237576,2638
4290,246602,1
4291,112234,4491
4292,644,4880
4293,62763,3823
4294,83552,2784
4295,1075,3451
4296,1076,5580
4297,115433,7365
4298,1753,2528
4299,535907,3645
4300,1564,3763
4301,188872,4359
4302,126333,3105
4303,53446,5593
4304,190974,1839
4305,1353158,2177
4306,2257,2764
4307,33878,3893
4308,393921,1804
4309,720,2132
4310,163,3051
4311,590609,5
4312,100225,3048
4313,544581,3391
4314,47735,2292
4315,521013,3684
4316,218139,1287
4317,28200,1959
4318,200,1860
4319,555512,5375
4320,28092,4737
4321,1513,2415
4322,870,1273
4323,53341,3197
4324,153622,4146
4325,453960,4234
4326,1344949,3923
4327,52584,2301
4328,620910,3150
4329,203482,2076
4330,33898,6793
4331,108007,1737
4332,337480,3617
4333,1202724,3833
4334,1082851,3699
4335,1213358,2750
4336,1444684,2150
4337,1541,1298
4338,580026,2219
4339,713588,2771
4340,66893,6
4341,210512,11
4342,366582,2
4343,1817405,1737
4344,1793,3787
4345,285566,8
4346,29323,13
4347,299255,4625
4348,1371,3269
4349,472694,4779
4350,34,7314
4351,107820,2
4352,138074,2157
4353,557557,6005
4354,78327,5548
4355,521158,3605
4356,185761,2153
4357,561176,6857
4358,185008,3003
4359,53447,16
4360,43057,4311
4361,108437,3
4362,130788,3564
4363,258475,3787
4364,83615,1
4365,1243000,5
4366,1616788,4590
4367,732241,2429
4368,376806,6
4369,543892,4
4370,984307,18
4371,248451,1
4372,393267,3382
4373,108486,2134
4374,279810,2
4375,928,5
4376,334715,21
4377,887456,6
4378,354197,2861
4379,1599,2135
4380,53406,4385
4381,171674,7046
4382,633,4439
4383,67826,56
4384,128782,6
4385,42096,1
4386,231024,8
4387,1591085,6861
4388,1080227,4376
4389,163604,3
4390,271155,6
4391,2190,1787
4392,1333996,4437
4393,375760,3434
4394,453817,2
4395,454194,3179
4396,494026,4993
4397,266810,4228
4398,369936,6
4399,39791,2733
4400,264739,1
4401,171288,3
4402,884688,1
4403,1190415,5534
4404,1123755,3293
4405,264251,3980
4406,285558,7
4407,759619,2
4408,876,2938
4409,652,4160
4410,216946,1086
4411,140314,2699
4412,365343,1
4413,476279,1
4414,33911,4
4415,72803,2097
4416,910540,1
4417,439612,7
4418,49340,2
4419,54250,1
4420,1123687,1
4421,38289,2064
4422,39645,6321
4423,1286181,6165
4424,386874,2421
4425,129921,8161
4426,67364,6430
4427,171291,671
4428,260554,23
4429,1187080,4046
4430,118748,1415
4431,524,3521
4432,1339,1868
4433,446374,33
4434,471514,4142
4435,150123,3998
4436,1405,7074
4437,74349,3751
4438,392597,2624
4439,428988,3275
4440,1639689,3498
4441,134984,7291
4442,177413,4123
4443,153491,2612
4444,564415,2
4445,528178,6627
4446,1716077,4824
4447,755,2237
4448,54914,5545
4449,886464,3852
4450,419650,3252
4451,1559,3330
4452,1529639,3
4453,182640,6940
4454,38305,2565
4455,2133,1756
4456,1034943,3750
4457,244735,2573
4458,28112,2978
4459,412593,1756
4460,433286,4494
4461,887462,6738
4462,885475,4767
4463,83382,7974
4464,114688,5
4465,651086,4262
4466,58138,4016
4467,714136,10772
4468,191495,5912
4469,1513793,6344
4470,45072,3576
4471,498055,2897
4472,160404,3500
4473,420998,3480
4474,33968,2235
4475,1411902,3510
4476,1131707,3150
4477,1494960,2705
4478,470933,80
4479,1421430,11
4480,183556,5164
4481,207949,3303
4482,1137994,4589
4483,844,2028
4484,1510150,3735
4485,658057,3808
4486,291989,2370
4487,561365,3707
4488,146806,1947
4489,1767,5976
4490,202,1843
4491,1644129,4858
4492,199441,4515
4493,29485,3882
4494,178214,1717
4495,45056,2194
4496,34006,3285
4497,285676,6822
4498,491921,2300
4499,265726,3968
4500,43348,5818
4501,68565,31
4502,1619308,4009
4503,745368,2819
4504,58345,9
4505,701523,4062
4506,386302,2810
4507,40841,2273
4508,273251,51
4509,48076,3706
4510,946573,2868
4511,2751,3539
4512,1547597,2587
4513,279826,5324
4514,571911,10134
4515,67352,13
4516,425514,4634
4517,146021,15
4518,82992,4363
4519,262320,19
4520,42095,6
4521,51365,722
4522,382777,4
4523,542764,6
4524,308892,5100
4525,216944,924
4526,261299,2640
4527,358743,6074
4528,693153,4687
4529,1193713,5368
4530,133448,5274
4531,182411,2060
4532,561184,5714
4533,747,2829
4534,590652,5691
4535,423605,1528
4536,330083,3
4537,512399,6496
4538,1660,2359
4539,37734,3112
4540,375,9610
4541,526,3677
4542,190146,1431
4543,238540,5053
4544,1077256,1593
4545,55758,1920
4546,34027,4623
4547,1384509,1338
4548,1382,1353
4549,392734,4053
4550,273164,4252
4551,1058,4865
4552,35813,2
4553,688,4036
4554,209389,1
4555,966,3358
4556,47850,6204
4557,656366,3261
4558,225843,3482
4559,426226,3785
4560,28118,3479
4561,229920,2936
4562,150248,2802
4563,738,2002
4564,172045,3890
4565,483199,2751
4566,37928,4622
4567,80869,4718
4568,246787,6274
4569,1234680,1948
4570,422442,4085
4571,263818,3075
4572,285536,5
4573,28128,2956
4574,1798157,1998
4575,225195,3
4576,1225127,4159
4577,310779,8055
4578,415217,4
4579,375489,6112
4580,284452,5
4581,1893,7607
4582,448,2931
4583,270496,2219
4584,1759536,3914
4585,1010,4025
4586,392566,2170
4587,217041,5
4588,354237,2
4589,475088,2655
4590,891,3204
4591,49447,12
4592,997,1
4593,87645,1
4594,33999,3
4595,76935,9
4596,675090,1943
4597,190906,8
4598,47866,5702
4599,478108,10
4600,993692,2514
4601,402385,3233
4602,1532,5315
4603,1005944,4039
4604,1397108,3134
4605,619730,4
4606,65605,5
4607,416586,2072
4608,49900,2
4609,47311,2061
4610,83171,1581
4611,1776,5583
4612,89154,2363
4613,763993,3389
4614,236508,2
4615,1667024,3426
4616,755170,1
4617,330836,1
4618,1260918,4363
4619,390878,6
4620,99597,2
4621,348151,1922
4622,1427538,8353
4623,395933,4332
4624,68268,6933
4625,46540,3
4626,290110,3665
4627,131318,2
4628,1194168,13
4629,450800,1
4630,66863,3305
4631,1209958,11
4632,472181,3617
4633,395598,5607
4634,109329,3
4635,312286,7
4636,683124,2604
4637,947013,6790
4638,45462,4951
4639,1128682,1
4640,42092,1
4641,29353,1
4642,227598,2330
4643,361055,1
4644,49339,1737
4645,263906,3
4646,115544,2361
4647,360411,2990
4648,81033,4171
4649,29524,1689
4650,119000,3825
4651,78527,23
4652,86180,3609
4653,546367,4446
4654,126843,25
4655,80876,3976
4656,337005,2401
4657,252967,3264
4658,376489,3715
4659,1123756,3878
4660,407159,3374
4661,58110,8120
4662,77608,4126
4663,28220,2470
4664,1798,3287
4665,285444,5
4666,120962,4324
4667,388357,3735
4668,354246,3
4669,370736,3241
4670,630973,5704
4671,745366,6053
4672,104100,3409
4673,1003,4522
4674,450734,4089
4675,518825,5
4676,385682,3056
4677,170679,4816
4678,347481,4617
4679,189425,5576
4680,357278,2251
4681,1473,3923
4682,356145,8884
4683,28449,1949
4684,1346,2124
4685,235932,9
4686,2115,891
4687,1359,2743
4688,29555,642
4689,41986,3603
4690,409290,3770
4691,67355,5
4692,28107,3940
4693,176090,1992
4694,908946,6271
4695,1424653,1956
4696,44001,2629
4697,453,3273
4698,1187859,5
4699,121428,4461
4700,33025,2228
4701,1255,2257
4702,29556,768
4703,318464,3148
4704,76731,4768
4705,351187,316
4706,35797,3484
4707,1181884,4272
4708,1895,6775
4709,150723,6688
4710,1476959,4428
4711,44752,9469
4712,173,4223
4713,1475481,2837
4714,294699,3186
4715,654,4904
4716,35756,2349
4717,68200,6
4718,94626,5553
4719,38313,3935
4720,39692,5768
4721,67774,85
4722,28066,3985
4723,488732,6308
4724,92933,6026
4725,61595,2689
4726,329854,5599
4727,1222016,2493
4728,113107,2029
4729,401470,5704
4730,575789,2323
4731,114885,737
4732,44933,4372
4733,1678309,5889
4734,47875,5824
4735,29542,2796
4736,1324617,8933
4737,54915,6461
4738,161493,4345
4739,392593,3775
4740,686429,4688
4741,92405,1
4742,291602,5
4743,935700,4049
4744,420404,2619
4745,184067,3377
4746,489910,1546
4747,554343,2561
4748,185007,3069
4749,515489,7900
4750,472705,3578
4751,666685,3773
4752,1294,1973
4753,28903,831
4754,415010,8
4755,1383,1548
4756,1324351,5
4757,1456,4639
4758,1138194,6530
4759,1445614,1650
4760,169765,4729
4761,516704,3559
4762,452623,4
4763,33012,2076
4764,142461,4499
4765,256731,3
4766,280237,3
4767,229921,3080
4768,106634,2667
4769,29486,3467
4770,58231,2297
4771,188144,4808
4772,1778540,4284
4773,627131,3977
4774,1471,3271
4775,1404341,5867
4776,248552,17
4777,536980,5788
4778,703342,3714
4779,413713,2925
4780,306545,3203
4781,28442,4003
4782,1008153,4161
4783,109046,1
4784,35757,2787
4785,640205,4192
4786,314722,3068
4787,220752,6
4788,37327,9
4789,83617,18
4790,114090,2011
4791,214095,2671
4792,1265685,1
4793,439699,7729
4794,183763,4307
4795,56425,4677
4796,363848,21
4797,540251,3581
4798,481138,31
4799,1476583,3556
4800,182262,4397
4801,1452487,2660
4802,45071,3911
4803,171121,4
4804,180311,4054
4805,871651,3383
4806,78342,1917
4807,103817,1747
4808,1005740,2990
4809,728005,4243
4810,70863,4068
4811,638849,2755
4812,807,1640
4813,12917,14
4814,381706,1
4815,174587,2464
4816,531310,4956
4817,118000,2901
4818,1358440,4164
4819,2750,10
4820,263819,4073
4821,70346,3287
4822,575193,8191
4823,170573,2344
4824,2333,16
4825,200616,3
4826,44250,6508
4827,989403,4634
4828,1138585,2995
4829,245188,3061
4830,223788,1855
4831,60133,2859
4832,66870,9744
4833,58346,7302
4834,1076126,10523
4835,85403,17
4836,647910,3094
4837,366616,4025
4838,322509,3353
4839,135740,3951
4840,1391222,3405
4841,85558,10034
4842,238015,2108
4843,252474,2682
4844,175631,7
4845,756,1879
4846,442694,7057
4847,1125967,3911
4848,198483,2147
4849,392011,2
4850,55602,2
4851,68211,7
